Customer ID,Recency,Frequency,Monetary,Cluster,Score,Segment,Offer
12346.0,528,11,372.86,4,2.1377996137138866,At Risk,Send re-engagement email with 20% comeback offer.
12347.0,1,8,5633.32,2,10.140709141611715,Champions,Offer 15% VIP discount and early access to new products.
12348.0,74,5,2019.4,0,5.085322146285643,Loyal Customers,Offer 10% loyalty discount and a refer-a-friend bonus.
12349.0,18,4,4428.69,0,7.06108381643167,Loyal Customers,Offer 10% loyalty discount and a refer-a-friend bonus.
12350.0,309,1,334.4,1,0.7718987324698618,Lost Customers,Run win-back campaign with strong limited-time coupon.
12351.0,374,1,300.93,1,0.47641635701792584,Lost Customers,Run win-back campaign with strong limited-time coupon.
12352.0,35,10,2849.84,0,6.769745301020692,Loyal Customers,Offer 10% loyalty discount and a refer-a-friend bonus.
12353.0,203,2,406.76,1,1.79117106085568,Lost Customers,Run win-back campaign with strong limited-time coupon.
12354.0,231,1,1079.4,4,2.231496430812096,At Risk,Send re-engagement email with 20% comeback offer.
12355.0,213,2,947.61,4,2.587634028885324,At Risk,Send re-engagement email with 20% comeback offer.
12356.0,22,6,6373.68,0,7.570505105814494,Loyal Customers,Offer 10% loyalty discount and a refer-a-friend bonus.
12357.0,32,2,17437.66,0,7.368549586850266,Loyal Customers,Offer 10% loyalty discount and a refer-a-friend bonus.
12358.0,1,5,3887.07,0,9.364280458201593,Loyal Customers,Offer 10% loyalty discount and a refer-a-friend bonus.
12359.0,57,10,8935.94,0,7.4354007899485035,Loyal Customers,Offer 10% loyalty discount and a refer-a-friend bonus.
12360.0,51,8,4252.89,0,6.601569996164666,Loyal Customers,Offer 10% loyalty discount and a refer-a-friend bonus.
12361.0,286,4,511.25,4,2.1887684837934884,At Risk,Send re-engagement email with 20% comeback offer.
12362.0,2,11,5356.23,2,9.972496690557445,Champions,Offer 15% VIP discount and early access to new products.
12363.0,109,2,552.0,4,2.7134899243980284,At Risk,Send re-engagement email with 20% comeback offer.
12364.0,7,4,1313.1,3,6.710903670403857,Potential Loyalists,Send personalized recommendations and 5–10% coupons.
12365.0,290,2,641.38,4,1.8904690503942083,At Risk,Send re-engagement email with 20% comeback offer.
12366.0,633,1,500.24,1,0.45818325441980434,Lost Customers,Run win-back campaign with strong limited-time coupon.
12367.0,3,1,168.9,3,4.442062848117941,Potential Loyalists,Send personalized recommendations and 5–10% coupons.
12368.0,627,1,917.6999999999999,4,1.073566641369168,At Risk,Send re-engagement email with 20% comeback offer.
12369.0,412,3,1791.15,4,2.8540180635477785,At Risk,Send re-engagement email with 20% comeback offer.
12370.0,50,7,4320.31,0,6.518929784966225,Loyal Customers,Offer 10% loyalty discount and a refer-a-friend bonus.
12371.0,44,5,4067.38,0,6.296097144259624,Loyal Customers,Offer 10% loyalty discount and a refer-a-friend bonus.
12372.0,71,3,1298.04,4,4.2790090512179715,At Risk,Send re-engagement email with 20% comeback offer.
12373.0,310,3,1127.65,4,2.675278956170244,At Risk,Send re-engagement email with 20% comeback offer.
12374.0,24,4,2989.2200000000003,0,6.393664329839177,Loyal Customers,Offer 10% loyalty discount and a refer-a-friend bonus.
12375.0,10,2,457.5,3,4.828677307566259,Potential Loyalists,Send personalized recommendations and 5–10% coupons.
12376.0,389,2,503.15,1,1.3553393923836419,Lost Customers,Run win-back campaign with strong limited-time coupon.
12377.0,314,4,3426.32,4,3.9963991672545225,At Risk,Send re-engagement email with 20% comeback offer.
12378.0,129,2,5416.32,4,4.828434345413466,At Risk,Send re-engagement email with 20% comeback offer.
12379.0,81,4,1620.22,4,4.59365289638874,At Risk,Send re-engagement email with 20% comeback offer.
12380.0,21,10,8167.65,0,8.314911754962598,Loyal Customers,Offer 10% loyalty discount and a refer-a-friend bonus.
12381.0,4,5,1845.31,3,7.703265888418866,Potential Loyalists,Send personalized recommendations and 5–10% coupons.
12383.0,184,5,1850.56,4,4.0951874501355,At Risk,Send re-engagement email with 20% comeback offer.
12384.0,28,2,585.27,3,4.105096892998809,Potential Loyalists,Send personalized recommendations and 5–10% coupons.
12385.0,378,1,1938.4,4,2.3257449013479654,At Risk,Send re-engagement email with 20% comeback offer.
12386.0,337,2,660.8,4,1.7705297886726026,At Risk,Send re-engagement email with 20% comeback offer.
12387.0,414,1,143.94,1,-0.3588114759896168,Lost Customers,Run win-back campaign with strong limited-time coupon.
12388.0,15,8,3901.11,0,7.693908566553596,Loyal Customers,Offer 10% loyalty discount and a refer-a-friend bonus.
12389.0,402,3,1433.33,4,2.6558109193809702,At Risk,Send re-engagement email with 20% comeback offer.
12390.0,79,1,549.84,3,2.6225649317449893,Potential Loyalists,Send personalized recommendations and 5–10% coupons.
12391.0,21,6,2773.42,0,6.783064691023096,Loyal Customers,Offer 10% loyalty discount and a refer-a-friend bonus.
12392.0,590,1,234.75000000000003,1,-0.22589691533258627,Lost Customers,Run win-back campaign with strong limited-time coupon.
12393.0,71,6,2399.4500000000003,0,5.452655528799367,Loyal Customers,Offer 10% loyalty discount and a refer-a-friend bonus.
12394.0,63,2,1272.48,3,4.0892377948539425,Potential Loyalists,Send personalized recommendations and 5–10% coupons.
12395.0,18,15,5067.27,0,8.358904558549112,Loyal Customers,Offer 10% loyalty discount and a refer-a-friend bonus.
12396.0,673,1,931.43,4,1.0177111513238106,At Risk,Send re-engagement email with 20% comeback offer.
12397.0,35,2,2409.9,3,5.302848750967255,Potential Loyalists,Send personalized recommendations and 5–10% coupons.
